"","Accession name","CUAL","LNGS","PTLC","DSTA","LFRT","LBTEF","CBTR","NMLB","ANGB","CUAL9M","LVC9M","TNPR9M","PL9M","STRP","STRC","PSTR","NMSR","TTRN","TFWSR","TTRW","TFWSS","TTSW","TTPW","AVPW","ARSR","SRDM"
"623","TMe-2021","Purple","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Purple","Dark green","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",21,5.25,5,1.25,7,1.75,12,3,2,38.9
"624","TMe-2025","Green purple","Medium","Red","Totally pigmented","50-75% leaf retention","2","Cream","3","450-600","Dark green","Green purple","3","Medium (15-20cm)","Short","Present","Tending toward horizontal",12,4,12,4,5,1.66666666666667,17,5.66666666666667,0,39.7
"625","TMe-2026","Green purple","Medium","Green purple","Central part","<100% leaf retention","2","White","5","450-600","Dark green","Dark green","3","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",16,4,4.2,1.05,6.2,1.55,10.4,2.6,3,38.2
"626","TMe-2027","Purple","Medium","Green purple","Top and bottom","25-50% leaf retention","0","Cream","1","150-300","Purple","Dark green","2","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",4,2,12,6,2,1,14,7,2,41.6
"627","TMe-2030","Purple","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","2","450-600","Purple","Dark green","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",16,4,5.4,1.35,8,2,13.4,3.35,4,39.2
"628","TMe-2031","Dark green","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","1","450-600","Light green","Dark green","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",14,4.66666666666667,5,1.66666666666667,10,3.33333333333333,15,5,2,29
"629","TMe-2032","Purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","4","450-600","Purple","Dark green","3","Medium (15-20cm)","Short","Absent","Tending toward horizontal",8,2.66666666666667,4,1.33333333333333,5.4,1.8,9.4,3.13333333333333,4,20.4
"630","TMe-2033","Purple","Medium","Light green","Absent","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",20,4,8.4,1.68,2.8,0.56,11.2,2.24,5,35.4
"631","TMe-2035","Purple","Short","Green purple","Central part","25-50% leaf retention","4","Cream","4","450-600","Green purple","Green purple","4","Medium (15-20cm)","Absent","Present","Irregular",27,13.5,10.2,5.1,22,11,32.2,16.1,2,34.5
"632","TMe-2039","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","1","Cream","1","450-600","Green purple","Green purple","5","Medium (15-20cm)","Absent","Present","Tending toward horizontal",7,2.33333333333333,6,2,3,1,9,3,0,35.7
"633","TMe-2040","Dark green","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","4","450-600","Dark green","Light green","5","Long (25-30cm)","Short","Present","Tending toward horizontal",35,7,15.4,3.08,14,2.8,29.4,5.88,2,39.7
"634","TMe-2041","Purple","Long","Red","Absent","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","3","Medium (15-20cm)","Short","Absent","Tending toward horizontal",12,3,4.8,1.2,8.6,2.15,13.4,3.35,3,34.8
"635","TMe-2043","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","4","Cream","3","450-600","Dark green","Green purple","4","Medium (15-20cm)","Intermediate","Absent","Irregular",36,7.2,15.2,3.04,20.2,4.04,35.4,7.08,5,38.8
"636","TMe-2045","Green purple","Medium","Light green","Absent","25-50% leaf retention","3","Cream","4","450-600","Green purple","Dark green","2","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",3,3,1,1,1.8,1.8,2.8,2.8,1,40.6
"637","TMe-2048","Green purple","Medium","Green purple","Central part","25-50% leaf retention","0","Cream","0","No branching","Green purple","Green purple","4","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",9,2.25,5.2,1.3,3,0.75,8.2,2.05,1,41.7
"638","TMe-2050","Purple","Medium","Green purple","Top part","25-50% leaf retention","4","Cream","5","450-600","Purple","Dark green","2","Long (25-30cm)","Absent","Present","Tending toward horizontal",13,6.5,18,9,18.4,9.2,36.4,18.2,5,41.1
"640","TMe-2054","Dark green","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Dark green","Dark green","5","Medium (15-20cm)","Intermediate","Present","Irregular",20,5,5.8,1.45,11.2,2.8,17,4.25,3,29
"641","TMe-2055","Purple","Long","Green purple","Central part","<100% leaf retention","3","Cream","3","450-600","Purple","Dark green","5","Long (25-30cm)","Short","Present","Tending toward horizontal",10,2,3.8,0.76,5,1,8.8,1.76,3,43.9
"642","TMe-2056","Purple","Long","Green purple","Top part","25-50% leaf retention","1","Cream","0","No branching","Purple","Dark green","1","Long (25-30cm)","Short","Present","Tending toward horizontal",8,1.6,1.4,0.28,3.4,0.68,4.8,0.96,5,40.1
"643","TMe-2057","Purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","5","Medium (15-20cm)","Short","Absent","Tending toward horizontal",29,9.66666666666667,6.2,2.06666666666667,10.2,3.4,16.4,5.46666666666667,3,38.6
"644","TMe-2058","Dark green","Long","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Green","Green purple","2","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",3,3,1.4,1.4,0.8,0.8,2.2,2.2,1,30.5
"645","TMe-2059","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","2","White","3","450-600","Purple","Green purple","1","Medium (15-20cm)","Short","Absent","Tending toward horizontal",5,2.5,1.2,0.6,1.8,0.9,3,1.5,3,35.1
"646","TMe-2060","Purple","Long","Green purple","Top part","50-75% leaf retention","4","Cream","3","450-600","Purple","Light green","2","Long (25-30cm)","Short","Present","Tending toward horizontal",7,7,6,6,5.2,5.2,11.2,11.2,5,40
"647","TMe-2064","Purple","Long","Light green","Absent","50-75% leaf retention","3","Cream","4","750-900","Green purple","Dark green","5","Medium (15-20cm)","Short","Absent","Irregular",21,5.25,10,2.5,8,2,18,4.5,5,39.4
"648","TMe-2066","Dark green","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","1","150-300","Dark green","Green purple","2","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",10,3.33333333333333,9.2,3.06666666666667,7,2.33333333333333,16.2,5.4,2,39.7
"649","TMe-2067","Purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","4","150-300","Green purple","Dark green","1","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",6,6,2,2,1,1,3,3,2,41.3
"650","TMe-2069","Purple","Long","Red","Absent","50-75% leaf retention","4","Cream","5","150-300","Purple","Dark green","4","Medium (15-20cm)","Absent","Present","Tending toward horizontal",16,5.33333333333333,5.2,1.73333333333333,10,3.33333333333333,15.2,5.06666666666667,3,36
"651","TMe-2077","Purple","Medium","Green purple","Central part","<100% leaf retention","0","White","0","No branching","Purple","Dark green","2","Long (25-30cm)","Absent","Present","Tending toward horizontal",9,4.5,3.2,1.6,2.4,1.2,5.6,2.8,5,36.8
"653","TMe-2083","Green purple","Medium","Green purple","Central part","50-75% leaf retention","5","Cream","1","150-300","Green purple","Green purple","5","Long (25-30cm)","Absent","Present","Tending toward horizontal",22,5.5,6,1.5,10,2.5,16,4,2,43.1
"654","TMe-2084","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Green purple","Green purple","5","Long (25-30cm)","Short","Present","Tending toward horizontal",18,3.6,8.8,1.76,14,2.8,22.8,4.56,3,39.9
"655","TMe-2085","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Dark green","Dark green","2","Long (25-30cm)","Intermediate","Absent","Irregular",6,3,1.4,0.7,2.2,1.1,3.6,1.8,4,39.4
"656","TMe-2086","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Purple","Green purple","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",8,2.66666666666667,5,1.66666666666667,7,2.33333333333333,12,4,0,24.4
"658","TMe-2103","Dark green","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","2","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",25,5,9.2,1.84,13.2,2.64,22.4,4.48,2,39.9
"660","TMe-2119","Purple","Long","Green purple","Top part","25-50% leaf retention","2","Cream","2","450-600","Purple","Dark green","5","Long (25-30cm)","Absent","Present","Irregular",30,6,13.4,2.68,15.8,3.16,29.2,5.84,0,33.6
"661","TMe-2121","Purple","Medium","Green purple","Top and bottom","25-50% leaf retention","0","White","2","450-600","Green purple","Light green","2","Long (25-30cm)","Short","Absent","Tending toward horizontal",4,4,2,2,5.2,5.2,7.2,7.2,0,39.3
"663","TMe-2123","Purple","Long","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Purple","Dark green","5","Long (25-30cm)","Absent","Present","Tending toward horizontal",24,4.8,7,1.4,15.2,3.04,22.2,4.44,3,36.3
"664","TMe-2124","Purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","3","Medium (15-20cm)","Absent","Present","Tending toward horizontal",20,6.66666666666667,10.2,3.4,11.8,3.93333333333333,22,7.33333333333333,4,42.6
"665","TMe-2127","Dark green","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",9,4.5,5.2,2.6,6,3,11.2,5.6,2,40.3
"666","TMe-2128","Green purple","Long","Green purple","Top part","<100% leaf retention","0","White","0","No branching","Purple","Dark green","5","Long (25-30cm)","Absent","Present","Irregular",25,6.25,4.8,1.2,4.6,1.15,9.4,2.35,8,37.2
"668","TMe-2131","Dark green","Medium","Green purple","Central part","<100% leaf retention","1","Cream","1","450-600","Dark green","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",8,2.66666666666667,8.4,2.8,10.2,3.4,18.6,6.2,7,35.9
"669","TMe-2138","Purple","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","1","450-600","Purple","Dark green","3","Long (25-30cm)","Absent","Present","Irregular",12,6,4.8,2.4,7,3.5,11.8,5.9,3,39
"671","TMe-2151","Purple","Long","Green purple","Central part","50-75% leaf retention","4","Cream","3","450-600","Purple","Dark green","5","Medium (15-20cm)","Short","Absent","Irregular",32,8,11.8,2.95,16.4,4.1,28.2,7.05,2,36.8
"672","TMe-2152","Green purple","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","2","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",17,5.66666666666667,8,2.66666666666667,8.2,2.73333333333333,16.2,5.4,5,37.6
"673","TMe-2154","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Short","Present","Tending toward horizontal",11,2.75,3.2,0.8,7,1.75,10.2,2.55,2,43
"674","TMe-2158","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Green purple","Green purple","2","Medium (15-20cm)","Short","Absent","Tending toward horizontal",2,2,0.8,0.8,1.5,1.5,2.3,2.3,0,41.3
"675","TMe-2161","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Green purple","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",21,4.2,2.8,0.56,5.6,1.12,8.4,1.68,3,38.2
"676","TMe-2166","Dark green","Medium","Green purple","Central part","25-50% leaf retention","0","Cream","0","No branching","Dark green","Green purple","5","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",5,1.25,18,4.5,4.2,1.05,22.2,5.55,1,38.1
"677","TMe-2167","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Purple","Green purple","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",10,3.33333333333333,1,0.333333333333333,4,1.33333333333333,5,1.66666666666667,4,38.1
"678","TMe-2169","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",6,3,1.2,0.6,3.8,1.9,5,2.5,2,43.4
"679","TMe-2172","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","1","Cream","1","150-300","Light green","Green purple","3","Medium (15-20cm)","Short","Absent","Tending toward horizontal",7,3.5,2.4,1.2,4,2,6.4,3.2,1,41.2
"680","TMe-2191","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","1","450-600","Dark green","Dark green","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",6,1.5,1.8,0.45,1.4,0.35,3.2,0.8,3,39.5
"681","TMe-2192","Purple","Medium","Green purple","Top part","25-50% leaf retention","1","Cream","1","450-600","Purple","Dark green","3","Medium (15-20cm)","Short","Absent","Tending toward horizontal",6,3,5.8,2.9,8.6,4.3,14.4,7.2,2,40.5
"682","TMe-2195","Purple","Medium","Light green","Absent","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","5","Medium (15-20cm)","Absent","Present","Irregular",18,4.5,7.2,1.8,18.4,4.6,25.6,6.4,4,40.9
"683","TMe-2196","Green purple","Medium","Light green","Absent","50-75% leaf retention","2","Cream","2","450-600","Green purple","Dark green","4","Medium (15-20cm)","Short","Present","Irregular",16,5.33333333333333,11.4,3.8,22.8,7.6,34.2,11.4,0,35.9
"684","TMe-2200","Green purple","Medium","Green purple","Central part","<100% leaf retention","0","Cream","0","No branching","Green purple","Green purple","4","Long (25-30cm)","Short","Absent","Tending toward horizontal",15,3.75,10,2.5,15.6,3.9,25.6,6.4,3,39.5
"685","TMe-2203","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Purple","Green purple","5","Long (25-30cm)","Intermediate","Present","Irregular",10,3.33333333333333,3,1,1.6,0.533333333333333,4.6,1.53333333333333,9,46.4
"686","TMe-2204","Purple","Medium","Green purple","Central part","<100% leaf retention","0","Cream","0","No branching","Dark green","Green purple","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",26,5.2,10.6,2.12,6.2,1.24,16.8,3.36,16,43.4
"687","TMe-2205","Green purple","Medium","Purple","Totally pigmented","<100% leaf retention","0","Cream","0","No branching","Dark green","Green purple","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",11,2.75,2,0.5,4.2,1.05,6.2,1.55,0,35.1
"688","TMe-2206","Purple","Medium","Green purple","Central part","50-75% leaf retention","4","Cream","4","450-600","Purple","Green purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",21,4.2,5.8,1.16,10,2,15.8,3.16,3,44.5
"689","TMe-2210","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","2","Cream","1","150-300","Dark green","Green purple","5","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",8,2.66666666666667,3,1,4.2,1.4,7.2,2.4,1,42.7
"690","TMe-2211","Green purple","Short","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Dark green","2","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",4,2,1.8,0.9,5.4,2.7,7.2,3.6,0,42.2
"691","TMe-2213","Purple","Medium","Green purple","Top part","50-75% leaf retention","3","Cream","5","450-600","Purple","Dark green","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",19,3.8,10.2,2.04,14,2.8,24.2,4.84,2,41.2
"692","TMe-2237","Dark green","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","1","750-900","Green purple","Green purple","3","Medium (15-20cm)","Short","Present","Tending toward horizontal",12,4,8,2.66666666666667,10,3.33333333333333,18,6,5,30.7
"693","TMe-2240","Purple","Medium","Purple","Totally pigmented","<100% leaf retention","0","White","1","150-300","Green purple","Green purple","3","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",9,3,2.6,0.866666666666667,1.2,0.4,3.8,1.26666666666667,5,32.5
"694","TMe-2242","Dark green","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",1,1,1,1,1.2,1.2,2.2,2.2,0,37.7
